Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
PCG;378198;USD;2016;FY;2016-12-31;2017-02-16;2017-02-16;499000000;501000000;17666000000;-5380000000;12286000000;-10109000000;-7354000000;;-2755000000;2177000000;-715000000;-829000000;1462000000;;1462000000;-55000000;1407000000;;1407000000;1393000000
PCG;378198;USD;2017;FY;2017-12-31;2018-02-09;2019-02-28;512000000;513000000;17135000000;-5055000000;12080000000;-9175000000;-6321000000;;-2854000000;2905000000;-734000000;-888000000;2171000000;0;2171000000;-511000000;1660000000;;1660000000;1646000000
PCG;378198;USD;2018;FY;2018-12-31;2019-04-30;2021-02-25;517000000;517000000;16759000000;-4499000000;12260000000;-10189000000;-7153000000;;-3036000000;2071000000;-429000000;-853000000;1642000000;-11771000000;-10129000000;3292000000;-6837000000;;-6837000000;-6851000000
PCG;378198;USD;2019;FY;2019-12-31;2020-03-31;2022-02-10;528000000;528000000;17129000000;-3829000000;13300000000;-11959000000;;;-3234000000;1341000000;-602000000;-852000000;739000000;-11781000000;-11042000000;3400000000;-7642000000;;-7642000000;-7656000000
PCG;378198;USD;2020;FY;2020-12-31;2021-02-25;2022-02-10;1257000000;1257000000;18469000000;-3898000000;14571000000;-12565000000;;;-3468000000;2006000000;-738000000;-1221000000;1268000000;-2210000000;-942000000;-362000000;-1304000000;;-1304000000;-1318000000
PCH;1067480;USD;2016;FY;2016-12-31;2017-02-17;2019-02-27;40797806;41033440;599099000;-460600000;138499000;-44262000;-44262000;;;94237000;-38080000;-28941000;56157000;-49544000;6613000;4325000;10938000;;10938000;10938000
PCH;1067480;USD;2017;FY;2017-12-31;2018-02-16;2020-02-19;40824420;41227388;678595000;-469393000;209202000;-49996000;-49996000;;;159206000;-33433000;-27049000;125773000;-7299000;118474000;-32021000;86453000;;86453000;86453000
PCH;1067480;USD;2018;FY;2018-12-31;2019-02-27;2021-02-18;60534000;61814000;974579000;-707645000;266934000;-59861000;-59861000;;;207073000;-42875000;-35227000;164198000;-22119000;142079000;-19199000;122880000;;122880000;122880000
PCH;1067480;USD;2019;FY;2019-12-31;2020-02-19;2022-02-17;67608000;67743000;827098000;-682066000;145032000;-57925000;-57925000;;;87107000;-30361000;-30361000;56746000;-75000;56671000;-1010000;55661000;;55661000;55661000
PCH;1067480;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;67237000;67568000;1040930000;-687781000;353149000;-72519000;-72519000;;;280630000;-29463000;-29463000;251167000;-57214000;193953000;-27123000;166830000;;166830000;166830000
PCMI;898543;USD;2016;FY;2016-12-31;2017-05-01;2019-03-14;11847000;12528000;2239557000;-1920630000;318927000;-284026000;-284026000;;;34901000;-6083000;-6083000;28818000;;28818000;-11158000;17660000;;17660000;17660000
PCMI;898543;USD;2017;FY;2017-12-31;2018-04-30;2019-03-14;12269000;13094000;2166887000;-1842159000;324728000;-314100000;-314100000;;;10628000;-7366000;-7894000;3262000;;3262000;-667000;2595000;;2595000;2595000
PCMI;898543;USD;2018;FY;2018-12-31;2019-04-30;2019-04-30;11993000;12437000;2163960000;-1820018000;343942000;-303196000;-303196000;;;40746000;-8716000;-9486000;32030000;;32030000;-9257000;22773000;;22773000;22773000
PCRX;982111;USD;2016;FY;2016-12-31;2017-03-01;2019-02-28;37236000;37236000;276371000;-110104000;166267000;-198291000;-152613000;-45678000;;-32024000;-5820000;-5738000;-37844000;0;-37844000;-105000;-37949000;;-37949000;-37949000
PCRX;982111;USD;2017;FY;2017-12-31;2018-02-28;2020-02-21;39806000;39806000;286630000;-87915000;198715000;-218784000;-161494000;-57290000;0;-20069000;-13802000;-13969000;-33871000;-8600000;-42471000;-140000;-42611000;;-42611000;-42611000
PCRX;982111;USD;2018;FY;2018-12-31;2019-02-28;2021-03-01;40911000;40911000;337277000;-86845000;250432000;-232953000;-177265000;-55688000;;17479000;-16340000;-15452000;1139000;-1564000;-425000;-46000;-471000;;-471000;-471000
PCRX;982111;USD;2019;FY;2019-12-31;2020-02-21;2022-02-28;41513000;41513000;421026000;-106712000;314314000;-278604000;-200782000;-72119000;-5703000;35710000;-21228000;-16252000;14482000;-25230000;-10748000;-268000;-11016000;;-11016000;-11016000
PCRX;982111;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;42671000;43682000;429647000;-117328000;312319000;-260803000;-193516000;-59421000;-7866000;51516000;-18190000;-21042000;33326000;-13237000;20089000;125434000;145523000;;145523000;145523000
PCTI;919132;USD;2016;FY;2016-12-31;2017-03-15;2018-03-16;16151000;16151000;85006000;-50595000;34411000;-35310000;-24621000;-10158000;-531000;-899000;112000;;-787000;-234000;-1021000;-11776000;-12797000;;-17681000;-17681000
PCTI;919132;USD;2017;FY;2017-12-31;2018-03-16;2019-03-18;16626000;16913000;91437000;-52626000;38811000;-37378000;-25740000;-11142000;-496000;1433000;105000;;1538000;;1538000;2471000;4009000;;3822000;3822000
PCTI;919132;USD;2018;FY;2018-12-31;2019-03-18;2019-03-18;17186000;17186000;82979000;-51898000;31081000;-36707000;-24438000;-11851000;-418000;-5626000;564000;;-5062000;;-5062000;-7827000;-12889000;;-12889000;-12889000
PCTI;919132;USD;2019;FY;2019-12-31;2020-03-13;2021-03-12;17852968;18158659;90617000;-49105000;41512000;-38197000;-25706000;-12272000;-219000;3315000;982000;;4297000;-507000;3790000;-40000;3750000;;3750000;3750000
PCTI;919132;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;18207000;18399000;77456000;-39529000;37927000;-34463000;-21912000;-12519000;-32000;3464000;106000;;3570000;-124000;3446000;-29000;3417000;;3417000;3417000
PCTY;1054411;USD;2017;FY;2017-06-30;2017-08-11;2019-08-09;51415000;54057000;300010000;-123987000;176023000;-168727000;-139629000;-29098000;;7296000;73000;;7369000;;7369000;-651000;6718000;;6718000;6718000
PCTY;1054411;USD;2018;FY;2018-06-30;2018-08-10;2020-08-07;52425000;54887000;377527000;-149197000;228330000;-212381000;-174736000;-37645000;;15949000;802000;;16751000;;16751000;21847000;38598000;;38598000;38598000
PCTY;1054411;USD;2019;FY;2019-06-30;2019-08-09;2021-08-06;52914000;55414000;467633000;-153851000;313782000;-257558000;-207229000;-50329000;;56224000;1822000;;58046000;;58046000;-4223000;53823000;;53823000;53823000
PCTY;1054411;USD;2020;FY;2020-06-30;2020-08-07;2022-08-05;53547000;55807000;561329000;-182010000;379319000;-313148000;-250382000;-62766000;;66171000;947000;;67118000;;67118000;-2663000;64455000;;64455000;64455000
PCTY;1054411;USD;2021;FY;2021-06-30;2021-08-06;2022-08-05;54244000;56338000;635627000;-219298000;416329000;-358286000;-281579000;-76707000;;58043000;-939000;;57104000;;57104000;13715000;70819000;;70819000;70819000
PCVX;1253394;USD;2019;FY;2019-12-31;2020-02-12;2022-02-28;3795090;3795090;;;;-54153000;-8546000;-45607000;;-53916000;457000;592000;-53459000;3185000;-50274000;;-50274000;;-50274000;-50274000
PCVX;1253394;USD;2020;FY;2020-12-31;2021-03-29;2022-02-28;29545810;29545810;;;;-89581000;-16017000;-73564000;;-87103000;-2114000;237000;-89217000;;-89217000;;-89217000;;-89217000;-89217000
PD;987612;USD;2018;FY;2019-01-31;2019-03-10;2021-03-19;21410000;21410000;117823000;-17255000;100568000;-142889000;-104031000;-38858000;;-42321000;2281000;1249000;-40040000;;-40040000;-701000;-40741000;;-40741000;-40741000
PD;987612;USD;2019;FY;2020-01-31;2020-03-19;2022-03-17;65544000;65544000;166351000;-24579000;141772000;-197331000;-148320000;-49011000;;-55559000;5895000;5692000;-49664000;;-49664000;-675000;-50339000;;-50339000;-50339000
PD;987612;USD;2020;FY;2021-01-31;2021-03-19;2022-03-17;79614000;79614000;213556000;-30686000;182870000;-249152000;-184586000;-64566000;;-66282000;-6527000;-5733000;-72809000;;-72809000;3906000;-68903000;;-68903000;-68903000
PDCO;196179;USD;2017;FY;2017-04-30;2017-06-28;2019-06-26;94897000;95567000;5593127000;-4291730000;1301397000;-1013469000;;;;287928000;-37047000;-43060000;250881000;;250881000;-77093000;173788000;-2895000;170893000;170893000
PDCO;196179;USD;2018;FY;2018-04-30;2018-06-27;2019-06-26;92467000;93094000;5465683000;-4266317000;1199366000;-979477000;;;;219889000;-40626000;-46743000;179263000;;179263000;21711000;200974000;0;200974000;200974000
PDCO;196179;USD;2019;FY;2019-04-30;2019-06-26;2021-06-23;92755000;93484000;5574523000;-4383748000;1190775000;-1053059000;;;;137716000;-31488000;-39666000;106228000;;106228000;-23352000;82876000;;83628000;83628000
PDCO;196179;USD;2020;FY;2020-04-30;2020-06-24;2022-06-29;94154000;94154000;5490011000;-4292601000;1197410000;-1094474000;;;;102936000;-52622000;-41787000;50314000;-640721000;-590407000;1040000;-589367000;;-588446000;-588446000
PDCO;196179;USD;2021;FY;2021-04-30;2021-06-23;2022-06-29;95599000;96664000;5912066000;-4708936000;1203130000;-992523000;;;;210607000;-10676000;-24284000;199931000;;199931000;-44822000;155109000;;155981000;155981000
PDEX;246198;USD;2017;FY;2017-06-30;2018-04-09;2018-09-13;4040308;4077575;21943000;-14757000;7186000;-4339000;-3114000;-1225000;;2847000;15000;15000;2862000;-110000;2752000;2089000;4841000;243000;5084000;5084000
PDEX;246198;USD;2018;FY;2018-06-30;2018-09-13;2018-09-13;4304602;4344765;22465000;-14522000;7943000;-4538000;-2645000;-1893000;;3405000;218000;218000;3623000;-1013000;2610000;-989000;1621000;0;1621000;1621000
PDEX;246198;USD;2019;FY;2019-06-30;2019-09-12;2019-09-12;4192365;4298332;27172000;-17392000;9780000;-4789000;-2907000;-1882000;;4991000;93000;48000;5084000;363000;5447000;-1299000;4148000;;4148000;4148000
PDEX;246198;USD;2020;FY;2020-06-30;2020-09-10;2021-09-09;3910940;4078087;34834000;-21692000;13142000;-6081000;-3766000;-2315000;;7061000;811000;-141000;7872000;30000;7902000;-1790000;6112000;;6112000;6112000
PDEX;246198;USD;2021;FY;2021-06-30;2021-09-09;2021-09-09;3796516;3936194;38029000;-24454000;13575000;-9050000;-4666000;-4384000;;4525000;-226000;-226000;4299000;1327000;5626000;-1176000;4450000;;4450000;4450000
PDFS;606334;USD;2016;FY;2016-12-31;2017-03-09;2017-03-09;31373000;32431000;107461000;-44448000;63013000;-50047000;-22056000;-27559000;;12966000;-10000;;12956000;0;12956000;-3853000;9103000;;9103000;9103000
PDFS;606334;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;32038000;32038000;101871000;-47521000;54350000;-54160000;-23684000;-30078000;;190000;-264000;;-74000;0;-74000;-1263000;-1337000;;-1337000;-1337000
PDFS;606334;USD;2018;FY;2018-12-31;2019-03-08;2019-03-08;32169000;32169000;85794000;-42803000;42991000;-52367000;-23934000;-27998000;;-9376000;493000;;-8883000;-576000;-9459000;1743000;-7716000;;-7716000;-7716000
PDFS;606334;USD;2019;FY;2019-12-31;2020-03-10;2021-03-11;32411000;32411000;85585000;-33474000;52111000;-59655000;-26299000;-32747000;-609000;-7544000;276000;;-7268000;-92000;-7360000;1942000;-5418000;;-5418000;-5418000
PDFS;606334;USD;2020;FY;2020-12-31;2021-03-11;2022-03-01;34458000;34458000;88046000;-36765000;51281000;-68072000;-32677000;-34654000;-741000;-16791000;-1269000;-1269000;-18060000;;-18060000;-22303000;-40363000;;-40363000;-40363000
PDLI;533398;USD;2016;FY;2016-12-31;2017-03-01;2018-03-16;163805000;164192000;244301000;-16093000;228208000;-44148000;-40328000;-3820000;;184060000;-17679000;-17679000;166381000;-57011000;109370000;-45711000;63659000;;63606000;63606000
PDLI;533398;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;155394000;156257000;320060000;-55226000;264834000;-70705000;-63324000;-7381000;;194129000;-18562000;-18562000;175567000;8960000;184527000;-73826000;110701000;;110748000;110748000
PDLI;533398;USD;2018;FY;2018-12-31;2019-03-15;2021-03-29;145669000;145669000;32028000;-14849000;17179000;-42800000;-40041000;-2759000;;-25621000;-6092000;-6092000;-31713000;-7805000;-39518000;6753000;-32765000;-36094000;-68859000;-68859000
PDLI;533398;USD;2019;FY;2019-12-31;2020-04-29;2021-03-29;118631000;118631000;30706000;-18566000;12140000;-52490000;-45140000;-7350000;;-40350000;-5374000;-5374000;-45724000;-15722000;-61446000;4352000;-57094000;-13597000;-70411000;-70411000
PEAK;378162;USD;2016;FY;2016-12-31;2017-02-13;2019-02-14;467195000;467403000;2129294000;-738399000;1390895000;-671719000;-103611000;;-568108000;719176000;-460749000;-464403000;258427000;108857000;367284000;-4473000;374171000;265755000;627747000;626549000
PEAK;378162;USD;2017;FY;2017-12-31;2018-02-13;2019-02-14;468759000;468935000;1848378000;-666251000;1182127000;-623498000;-88772000;;-534726000;558629000;-276296000;-307716000;282333000;128067000;410400000;1333000;422634000;0;414169000;413013000
PEAK;378162;USD;2018;FY;2018-12-31;2019-02-14;2021-02-10;470551000;475387000;1191320000;-378657000;812663000;-501383000;-96702000;;-404681000;311280000;-247855000;-261280000;63425000;775152000;838577000;4396000;837218000;236256000;1061093000;1058424000
PEAK;378162;USD;2019;FY;2019-12-31;2020-02-13;2022-02-09;486255000;489335000;1240339000;-405244000;835095000;-528157000;-92966000;;-435191000;306938000;-52543000;-217612000;254395000;-78075000;176320000;5479000;175469000;-115408000;45530000;43987000
PEAK;378162;USD;2020;FY;2020-12-31;2021-02-10;2022-02-09;530555000;531056000;1644875000;-782541000;862334000;-647186000;-93237000;;-553949000;215148000;16348000;-218336000;231496000;-13813000;217683000;9423000;160507000;267746000;413563000;411147000
PEB;107219;USD;2016;FY;2016-12-31;2017-02-23;2019-03-01;71901499;72373242;816421000;-483924000;332497000;-130351000;-27912000;;-102439000;202146000;-106462000;-41620000;95684000;-21856000;73828000;134000;73962000;;73704000;46952000
PEB;107219;USD;2017;FY;2017-12-31;2018-02-22;2019-03-01;69591973;69984837;769317000;-467973000;301344000;-126267000;-23977000;;-102290000;175077000;-37202000;-37202000;137875000;-37432000;100443000;-181000;100262000;;99888000;83794000
PEB;107219;USD;2018;FY;2018-12-31;2019-03-01;2021-02-23;74286307;74286307;828678000;-511834000;316844000;-118485000;-20945000;;-108475000;198359000;-53923000;-53923000;144436000;-129309000;15127000;-1742000;13385000;;13393000;-4073000
PEB;107219;USD;2019;FY;2019-12-31;2020-02-20;2022-02-22;130471670;130718306;1612213000;-974168000;638045000;-277830000;-34047000;;-234880000;360215000;-108445000;-108474000;251770000;-130873000;120897000;-5172000;115725000;;115442000;82886000
PEB;107219;USD;2020;FY;2020-12-31;2021-02-23;2022-02-22;130610015;130610015;442888000;-379426000;63462000;-274139000;-45158000;;-224560000;-210677000;-103581000;-104098000;-314258000;-82032000;-396290000;3697000;-392593000;;-391729000;-424285000
PEG;117316;USD;2016;FY;2016-12-31;2017-02-27;2019-02-28;505000000;508000000;8966000000;-2901000000;6065000000;-4467000000;-2991000000;;-1476000000;1598000000;-272000000;-385000000;1326000000;-28000000;1298000000;-411000000;887000000;;887000000;887000000
PEG;117316;USD;2017;FY;2017-12-31;2018-02-26;2019-02-28;505000000;507000000;9094000000;-2778000000;6316000000;-4887000000;-2901000000;;-1986000000;1429000000;-295000000;-391000000;1134000000;134000000;1268000000;306000000;1574000000;;1574000000;1574000000
PEG;117316;USD;2018;FY;2018-12-31;2019-02-28;2021-03-01;504000000;507000000;9696000000;-3225000000;6471000000;-4227000000;-3069000000;;-1158000000;2244000000;-300000000;-476000000;1944000000;-89000000;1855000000;-417000000;1438000000;;1438000000;1438000000
PEG;117316;USD;2019;FY;2019-12-31;2020-02-26;2022-02-24;504000000;507000000;10076000000;-3372000000;6704000000;-4359000000;-3111000000;;-1248000000;2345000000;-430000000;-569000000;1915000000;35000000;1950000000;-257000000;1693000000;;1693000000;1693000000
PEG;117316;USD;2020;FY;2020-12-31;2021-03-01;2022-02-24;504000000;507000000;9603000000;-3056000000;6547000000;-4400000000;-3115000000;;-1285000000;2147000000;-471000000;-600000000;1676000000;625000000;2301000000;-396000000;1905000000;;1905000000;1905000000
PEGA;448267;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;76343000;79732000;750266000;-239256000;511010000;-470348000;-324800000;-145548000;;40662000;-2557000;776000;38105000;-2903000;35202000;-8216000;26986000;;26986000;26986000
PEGA;448267;USD;2017;FY;2017-12-31;2018-02-26;2018-02-26;77431000;82832000;840582000;-279673000;560909000;-522249000;-359363000;-162886000;;38660000;-1560000;731000;37100000;;37100000;-4166000;32934000;;32934000;32934000
PEGA;448267;USD;2018;FY;2018-12-31;2019-02-20;2021-02-17;78564000;83064000;891581000;-301765000;589816000;-606848000;-425138000;-181710000;;-17032000;5489000;2705000;-11543000;;-11543000;22160000;10617000;;10617000;10617000
PEGA;448267;USD;2019;FY;2019-12-31;2020-02-12;2022-02-16;79055000;79055000;911383000;-310022000;601361000;-736239000;-531029000;-205210000;;-134878000;32000;1808000;-134846000;;-134846000;44413000;-90433000;;-90433000;-90433000
PEGA;448267;USD;2020;FY;2020-12-31;2021-02-17;2022-02-16;80336000;80336000;1017517000;-310913000;706604000;-850131000;-613145000;-236986000;;-143527000;-13059000;-18133000;-156586000;31697000;-124889000;63516000;-61373000;;-61373000;-61373000
PEN;920930;USD;2016;FY;2016-12-31;2017-02-28;2019-02-26;30464583;33478078;263317000;-92488000;170829000;-172179000;-148304000;-23875000;;-1350000;481000;2323000;-869000;0;-869000;15683000;14814000;;14814000;14814000
PEN;920930;USD;2017;FY;2017-12-31;2018-02-27;2019-02-26;32978065;35319103;333764000;-116622000;217142000;-215977000;-184316000;-31661000;;1165000;1311000;2653000;2476000;0;2476000;3611000;4657000;;4657000;4657000
PEN;920930;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;34138176;36086821;444938000;-152405000;292533000;-262550000;-226385000;-36165000;;29983000;2460000;2964000;32443000;-30835000;1608000;4403000;2910000;;6601000;6601000
PEN;920930;USD;2019;FY;2019-12-31;2020-02-26;2022-02-22;34750706;36265999;547405000;-175441000;371964000;-324456000;-272733000;-51723000;;47508000;2627000;2854000;50135000;;50135000;-3131000;47004000;;48458000;48458000
PEN;920930;USD;2020;FY;2020-12-31;2021-02-23;2022-02-22;35766892;35766892;560412000;-222237000;338175000;-377117000;-287068000;-90049000;;-38942000;924000;1267000;-38018000;;-38018000;18761000;-19257000;;-15702000;-15702000
PEP;218222;USD;2016;FY;2016-12-31;2017-02-15;2019-02-15;1439000000;1452000000;62799000000;-28222000000;34577000000;-24773000000;-24773000000;;;9804000000;-1232000000;-1232000000;8572000000;-19000000;8553000000;-2174000000;6379000000;;6329000000;6329000000
PEP;218222;USD;2017;FY;2017-12-31;2018-02-13;2020-02-13;1425000000;1438000000;63525000000;-28796000000;34729000000;-24453000000;-24453000000;;;10276000000;-907000000;-907000000;9369000000;233000000;9602000000;-4694000000;4908000000;;4857000000;4857000000
PEP;218222;USD;2018;FY;2018-12-31;2019-02-15;2021-02-11;1415000000;1425000000;64661000000;-29381000000;35280000000;-25170000000;-25170000000;;;10110000000;-1219000000;-1219000000;8891000000;298000000;9189000000;3370000000;12559000000;;12515000000;12515000000
PEP;218222;USD;2019;FY;2019-12-31;2020-02-13;2022-02-10;1399000000;1407000000;67161000000;-30132000000;37029000000;-26738000000;-26738000000;;;10291000000;-935000000;-935000000;9356000000;-44000000;9312000000;-1959000000;7353000000;;7314000000;7314000000
PEP;218222;USD;2020;FY;2020-12-31;2021-02-11;2022-02-10;1385000000;1392000000;70372000000;-31797000000;38575000000;-28495000000;-28495000000;;;10080000000;-1128000000;-1128000000;8952000000;117000000;9069000000;-1894000000;7175000000;;7120000000;7120000000
PERF;209149;USD;2016;FY;2017-02-28;2017-02-28;2017-04-28;15486957;15486957;468865000;-247533000;221332000;-231082000;-222373000;;-8622000;-9750000;-7143000;-7143000;-16893000;-6945000;-23838000;199000;-23639000;;-23639000;-23639000
PERI;1214252;USD;2016;FY;2016-12-31;2017-03-07;2019-03-19;8505858;8518451;312794000;-25924000;286870000;-274794000;-83386000;-25221000;-25977000;12076000;-8288000;-8288000;3788000;-728000;3060000;-212000;2848000;-2647000;201000;201000
PERI;1214252;USD;2017;FY;2017-12-31;2018-03-27;2020-03-16;8615704;8615704;273986000;-24659000;249327000;-239318000;-74653000;-17189000;-16591000;10009000;-5922000;-5922000;4087000;-85667000;-81580000;8826000;-72754000;;-72754000;-72754000
PERI;1214252;USD;2018;FY;2018-12-31;2019-03-19;2021-03-25;25850067;26855225;252845000;-23757000;229088000;-212322000;-55368000;-18884000;-9719000;16766000;-3794000;-3794000;12972000;-2075000;10897000;-2776000;8121000;;8121000;8121000
PERI;1214252;USD;2019;FY;2019-12-31;2020-03-16;2022-03-16;25965357;26357585;261450000;-161411000;100039000;-82031000;-49735000;-22585000;-9711000;18008000;-3470000;-3470000;14538000;;14538000;-1645000;12893000;;12893000;12893000
PERI;1214252;USD;2020;FY;2020-12-31;2021-03-25;2022-03-16;26687145;28797747;328063000;-220103000;107960000;-95707000;-54904000;-30880000;-9923000;12253000;-2638000;-2638000;9615000;;9615000;610000;10225000;;10225000;10225000
PESI;664574;USD;2016;FY;2016-12-31;2017-03-24;2018-03-16;11608000;11608000;51219000;-44135000;7084000;-12770000;-10724000;-2046000;;-5686000;-465000;-487000;-6151000;-10106000;-16257000;2994000;-13263000;-730000;-13405000;-13405000
PESI;664574;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;11706000;11706000;49769000;-41149000;8620000;-12696000;-11101000;-1595000;;-4076000;-87000;-210000;-4163000;-660000;-4823000;1285000;-3538000;-592000;-3680000;-3680000
PESI;664574;USD;2018;FY;2018-12-31;2019-04-01;2019-04-01;11855000;11855000;49539000;-41078000;8461000;-12111000;-10741000;-1370000;;-3650000;-2000;6000;-3652000;1642000;-2010000;936000;-1074000;-667000;-1421000;-1421000
PESI;664574;USD;2019;FY;2019-12-31;2020-03-20;2021-03-29;12046000;12060000;73459000;-57875000;15584000;-12612000;-11862000;-750000;;2972000;-80000;-303000;2892000;-3000;2889000;-157000;2732000;-541000;2315000;2315000
PESI;664574;USD;2020;FY;2020-12-31;2021-03-29;2022-04-06;12139000;12347000;105426000;-89533000;15893000;-12536000;-11774000;-762000;;3357000;-341000;-552000;3016000;-56000;2960000;189000;3149000;-412000;2860000;2860000
PETQ;1371623;USD;2016;FY;2016-12-31;2017-02-09;2019-03-12;13222583;13222583;200162000;-167615000;32547000;-31845000;-31845000;;;702000;-2416000;-3058000;-1714000;-1681000;-3395000;;-3395000;;-3395000;-3395000
PETQ;1371623;USD;2017;FY;2017-12-31;2018-02-09;2020-03-11;13223000;13223000;266687000;-215493000;51194000;-37905000;-37905000;;;13289000;-1502000;-1563000;11787000;;11787000;-3970000;7817000;;-3493000;-3493000
PETQ;1371623;USD;2018;FY;2018-12-31;2019-03-12;2021-03-01;17216000;17216000;528614000;-445326000;83288000;-72260000;-72260000;;;11028000;-8322000;-8022000;2706000;-3280000;-574000;661000;87000;;-782000;-782000
PETQ;1371623;USD;2019;FY;2019-12-31;2020-03-11;2022-03-01;22652000;22652000;709431000;-602048000;107383000;-103200000;-103200000;;;4183000;-14474000;-14495000;-10291000;-7320000;-17611000;3309000;-14302000;;-11453000;-11453000
PETQ;1371623;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;22652000;22652000;780051000;-644863000;135188000;-138375000;-138375000;;;-3187000;-22127000;-22807000;-25314000;;-25314000;-60413000;-85727000;;-82655000;-82655000
